Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
prieskoniai-zuviai-su-zagreniu,Prieskoniai žuviai su žagreniu,"<p>Tinka žuviai, salotoms, mėsai.  Labai gardūs.</p>
<p>Sudėtis: česnakai, svogūnai, krapai, žagreniai, raudonos saldžios paprikos, petražolės, imbierai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,76,1000.0,,0,deny,manual,2.15,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Prieskoniaizuviaisuzagreniu.jpg?v=1634634104,1,,false,,,,,,,,,,,,,,,,,kg,,,active
prieskoniai-zuviai-su-zagreniu,,,,,,,,,250g,,,,,76-1,1000.0,,0,deny,manual,5.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-zuviai-su-zagreniu,,,,,,,,,350g,,,,,76-2,1000.0,,0,deny,manual,7.53,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-zuviai-su-zagreniu,,,,,,,,,1kg,,,,,76-3,1000.0,,0,deny,manual,21.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-sefo,Prieskoniai šefo,"<p>Naudoti pagal skonį.</p>
<p>Sudėtis: garstyčių sėklos, saldi paprika, kmynų sėklos, žalia paprika.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,75,1000.0,,0,deny,manual,1.85,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Prieskoniaisefo.jpg?v=1634634038,1,,false,,,,,,,,,,,,,,,,,kg,,,active
prieskoniai-sefo,,,,,,,,,250g,,,,,75-1,1000.0,,0,deny,manual,4.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-sefo,,,,,,,,,350g,,,,,75-2,1000.0,,0,deny,manual,6.48,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-sefo,,,,,,,,,1kg,,,,,75-3,1000.0,,0,deny,manual,18.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-picai,Prieskoniai picai,"Sudėtis: valgomoji druska, bazilikas, raudonėliai, petražolės, aštrios raudonos paprikos, cukrus, salierai, kmynai, mairūnai, saldžios raudonos paprikos.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,74,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Prieskoniaipicai.jpg?v=1634633976,1,,false,,,,,,,,,,,,,,,,,kg,,,active
prieskoniai-picai,,,,,,,,,250g,,,,,74-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-picai,,,,,,,,,350g,,,,,74-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
prieskoniai-picai,,,,,,,,,1kg,,,,,74-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-su-raugeriskio-uogomis,Plovui su raugeriškio uogomis,"Sudėtis: raudonos saldžios paprikos, kuminas,  kalendra, ciberžolė,  raugeriškio uogos,  svogūnai, lauro lapai, karis, juodieji pipirai, čiobreliai, aitrioji čili paprikėlė.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,73,1000.0,,0,deny,manual,3.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Plovuisuraugeriskiouogomis.jpg?v=1634633911,1,,false,,,,,,,,,,,,,,,,,kg,,,active
plovui-su-raugeriskio-uogomis,,,,,,,,,250g,,,,,73-1,1000.0,,0,deny,manual,8.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-su-raugeriskio-uogomis,,,,,,,,,350g,,,,,73-2,1000.0,,0,deny,manual,11.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-su-raugeriskio-uogomis,,,,,,,,,1kg,,,,,73-3,1000.0,,0,deny,manual,32.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-maltas-su-raugeriskio-uogomis,Plovui maltas su raugeriškio uogomis,"<p>Tinka gardinti plovui, makaronams, ryžiams ir padažams.</p>
<p>Sudėtis: raudonos saldžiosios paprikos, kuminai, kalendros, ciberžolė,  raugeriškio uogos, svogūnai,  lauro lapai, kario prieskoniai, juodieji pipirai, čiobreliai, aitrioji paprika čili.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,72,1000.0,,0,deny,manual,2.45,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Plovuimaltassuraugeriskiouogomis.jpg?v=1634633828,1,,false,,,,,,,,,,,,,,,,,kg,,,active
plovui-maltas-su-raugeriskio-uogomis,,,,,,,,,250g,,,,,72-1,1000.0,,0,deny,manual,6.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-maltas-su-raugeriskio-uogomis,,,,,,,,,350g,,,,,72-2,1000.0,,0,deny,manual,8.58,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
plovui-maltas-su-raugeriskio-uogomis,,,,,,,,,1kg,,,,,72-3,1000.0,,0,deny,manual,24.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-steikui,Pipirų mišinys steikui,"<p>Prieskoniai suteikia puikų skonį virtiems, keptiems, troškintiems mėsos patiekalams.</p>
<p>Sudėtis: juodieji ir baltieji pipirai, raudonos saldžios paprikos, česnakai, svogūnai, petražolės, čiobreliai.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,71,1000.0,,0,deny,manual,2.75,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pipirumisinyssteikui.jpg?v=1634633686,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pipiru-misinys-steikui,,,,,,,,,250g,,,,,71-1,1000.0,,0,deny,manual,6.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-steikui,,,,,,,,,350g,,,,,71-2,1000.0,,0,deny,manual,9.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-steikui,,,,,,,,,1kg,,,,,71-3,1000.0,,0,deny,manual,27.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-didkepsniui,Pipirų mišinys didkepsniui,"Sudėtis: juodieji pipirai, česnakai, valgomoji druska.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,70,1000.0,,0,deny,manual,2.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pipirumisinysdidkepsniui.jpg?v=1634632790,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pipiru-misinys-didkepsniui,,,,,,,,,250g,,,,,70-1,1000.0,,0,deny,manual,5.88,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-didkepsniui,,,,,,,,,350g,,,,,70-2,1000.0,,0,deny,manual,8.23,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipiru-misinys-didkepsniui,,,,,,,,,1kg,,,,,70-3,1000.0,,0,deny,manual,23.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirmete,Pipirmėtė,Naudojama pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,69,1000.0,,0,deny,manual,1.40,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pipirmete.jpg?v=1634632737,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pipirmete,,,,,,,,,250g,,,,,69-1,1000.0,,0,deny,manual,3.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirmete,,,,,,,,,350g,,,,,69-2,1000.0,,0,deny,manual,4.90,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirmete,,,,,,,,,1kg,,,,,69-3,1000.0,,0,deny,manual,14.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirinis-astrus,Pipirinis aštrus,"Sudėtis: juodieji pipirai, česnakai, muskato riešutai, valgomoji druska,  hidrolizuoti augaliniai baltymai, gelsvė, skonio stipriklis  E621.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,68,1000.0,,0,deny,manual,13.50,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pipirinisastrus.jpg?v=1634632671,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pipirinis-astrus,,,,,,,,,250g,,,,,68-1,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirinis-astrus,,,,,,,,,350g,,,,,68-2,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pipirinis-astrus,,,,,,,,,1kg,,,,,68-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pikantiski-picai-be-druskos,Pikantiški picai be druskos,"Sudėtis: ožragė, svogūnai, raudonėliai, rozmarinai, mairūnai, kalendra, garstyčių sėklos, juodieji pipirai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,67,1000.0,,0,deny,manual,1.15,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pikantiskipicaibedruskos.jpg?v=1634632601,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pikantiski-picai-be-druskos,,,,,,,,,250g,,,,,67-1,1000.0,,0,deny,manual,2.28,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pikantiski-picai-be-druskos,,,,,,,,,350g,,,,,67-2,1000.0,,0,deny,manual,4.03,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pikantiski-picai-be-druskos,,,,,,,,,1kg,,,,,67-3,1000.0,,0,deny,manual,11.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
persiladas,Persiladas,"<p>Tinka naudoti mėsos, troškinių gamybai, varškei.</p>
<p>Sudėtis: petražolės, česnakas, jūros druska.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,66,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Persiladas.jpg?v=1634632531,1,,false,,,,,,,,,,,,,,,,,kg,,,active
persiladas,,,,,,,,,250g,,,,,66-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
persiladas,,,,,,,,,350g,,,,,66-2,1000.0,,0,deny,manual,4.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
persiladas,,,,,,,,,1kg,,,,,66-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peletrunai,Peletrūnai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,65,1000.0,,0,deny,manual,1.45,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Peletrunai.jpg?v=1634632468,1,,false,,,,,,,,,,,,,,,,,kg,,,active
peletrunai,,,,,,,,,250g,,,,,65-1,1000.0,,0,deny,manual,3.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peletrunai,,,,,,,,,350g,,,,,65-2,1000.0,,0,deny,manual,5.08,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peletrunai,,,,,,,,,1kg,,,,,65-3,1000.0,,0,deny,manual,14.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-medumi,Paukštienai su medumi,"Sudėtis: valgomoji druska, cukrus, svogūnai, česnakai, saldžios raudonos paprikos, medus 15.8 %, imbierai, pomidorai, maltodekstrinas, cinamonas, aitrios čili paprikėlės, skystas paprikų ekstraktas, petražolės, bazilikai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,64,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Paukstienaisumedumi.jpg?v=1634632401,1,,false,,,,,,,,,,,,,,,,,kg,,,active
paukstienai-su-medumi,,,,,,,,,250g,,,,,64-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-medumi,,,,,,,,,350g,,,,,64-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-medumi,,,,,,,,,1kg,,,,,64-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-juros-druska,Paukštienai su jūros druska,"Sudėtis: cukrus, saldžios raudonos paprikos, jūros druska, svogūnai, česnakai, pomidorai, imbierai, ciberžolė, juodieji pipirai, kviečių skaidulos, Romos kmynai, cinamonas.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,63,1000.0,,0,deny,manual,11.00,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Paukstienaisujurosdruska.jpg?v=1634632158,1,,false,,,,,,,,,,,,,,,,,kg,,,active
paukstienai-su-juros-druska,,,,,,,,,250g,,,,,63-1,1000.0,,0,deny,manual,11.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-juros-druska,,,,,,,,,350g,,,,,63-2,1000.0,,0,deny,manual,11.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-su-juros-druska,,,,,,,,,1kg,,,,,63-4,1000.0,,0,deny,manual,11.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-be-druskos,Paukštienai be druskos,"Sudėtis: saldžios raudonos paprikos, česnakai, svogūnai, maltodekstrinas, ciberžolė, cukrus, kmynai, baltieji pipirai, mairūnai, imbierai, čili,  augaliniai baltymai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,62,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Paukstienaibedruskos.jpg?v=1634632112,1,,false,,,,,,,,,,,,,,,,,kg,,,active
paukstienai-be-druskos,,,,,,,,,250g,,,,,62-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-be-druskos,,,,,,,,,350g,,,,,62-2,1000.0,,0,deny,manual,4.34,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
paukstienai-be-druskos,,,,,,,,,1kg,,,,,62-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pankolis,Pankolis,"Naudojamas mėsai, troškiniams, arbatai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,61,1000.0,,0,deny,manual,11.50,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Pankolis.jpg?v=1634632047,1,,false,,,,,,,,,,,,,,,,,kg,,,active
pankolis,,,,,,,,,250g,,,,,61-1,1000.0,,0,deny,manual,11.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pankolis,,,,,,,,,350g,,,,,61-2,1000.0,,0,deny,manual,11.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pankolis,,,,,,,,,1kg,,,,,61-3,1000.0,,0,deny,manual,11.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos,Ožragių sėklos,Naudojamos pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,60,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Ozragiuseklos_0e784869-bc5d-4fb0-8f8d-46fa8524fd3e.jpg?v=1634631911,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ozragiu-seklos,,,,,,,,,250g,,,,,60-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos,,,,,,,,,350g,,,,,60-2,1000.0,,0,deny,manual,4.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos,,,,,,,,,1kg,,,,,60-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos-maltos,Ožragių sėklos maltos,Naudojamos pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,59,1000.0,,0,deny,manual,1.25,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Ozragiuseklosmaltos.jpg?v=1634631938,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ozragiu-seklos-maltos,,,,,,,,,250g,,,,,59-1,1000.0,,0,deny,manual,3.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos-maltos,,,,,,,,,350g,,,,,59-2,1000.0,,0,deny,manual,4.34,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ozragiu-seklos-maltos,,,,,,,,,1kg,,,,,59-3,1000.0,,0,deny,manual,12.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mesos-marinavimui,Mėsos marinavimui,"Sudėtis: svogūnai, valgomoji druska, česnakai, petražolės, juodieji ir žalieji pipirai, kario prieskoniai, žaliosios paprikos, porai, kadagio uogos.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,58,1000.0,,0,deny,manual,1.45,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Mesosmarinavimui.jpg?v=1634631764,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mesos-marinavimui,,,,,,,,,250g,,,,,58-1,1000.0,,0,deny,manual,3.63,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mesos-marinavimui,,,,,,,,,350g,,,,,58-2,1000.0,,0,deny,manual,5.08,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mesos-marinavimui,,,,,,,,,1kg,,,,,58-3,1000.0,,0,deny,manual,14.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
muskato-riesutai,Muskato riešutai,Naudojamas pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,57,1000.0,,0,deny,manual,9.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Muskatoriesutai.jpg?v=1634631686,1,,false,,,,,,,,,,,,,,,,,kg,,,active
muskato-riesutai,,,,,,,,,250g,,,,,57-1,1000.0,,0,deny,manual,23.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
muskato-riesutai,,,,,,,,,350g,,,,,57-2,1000.0,,0,deny,manual,32.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
muskato-riesutai,,,,,,,,,1kg,,,,,57-3,1000.0,,0,deny,manual,92.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mozzarella-tomate,Mozzarella tomate,"<p>Tinka ir mėsos gaminiams, ir sūriui, varškei.</p>
<p>Sudėtis: pomidorai, svogūnai, druska, bazilikas, paprika, čiobrelis, raudonėlis, pipirai, česnakai, čili pipirai, petražolės.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,56,1000.0,,0,deny,manual,1.65,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Mozzarellatomate.jpg?v=1634631599,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mozzarella-tomate,,,,,,,,,250g,,,,,56-1,1000.0,,0,deny,manual,4.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mozzarella-tomate,,,,,,,,,350g,,,,,56-2,1000.0,,0,deny,manual,5.78,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
mozzarella-tomate,,,,,,,,,1kg,,,,,56-3,1000.0,,0,deny,manual,16.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
morkos-smulkintos,Morkos smulkintos,"Naudojamos sriuboms, troškiniams, sultiniui.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,55,1000.0,,0,deny,manual,0.78,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Morkossmulkintos.jpg?v=1634631504,1,,false,,,,,,,,,,,,,,,,,kg,,,active
morkos-smulkintos,,,,,,,,,250g,,,,,55-1,1000.0,,0,deny,manual,1.95,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
morkos-smulkintos,,,,,,,,,350g,,,,,55-2,1000.0,,0,deny,manual,2.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
morkos-smulkintos,,,,,,,,,1kg,,,,,55-3,1000.0,,0,deny,manual,7.80,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
miksiukas,Miksiukas,"<p>Tinka visų rūšių mėsai.</p>
<p>Sudėtis: garstyčių sėklos, morkos, pomidorai, juodieji pipirai, mairūnai, lauro lapai, muskatas, kvapieji pipirai, ciberžolė.</p>",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,54,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Miksiukas.jpg?v=1634631426,1,,false,,,,,,,,,,,,,,,,,kg,,,active
miksiukas,,,,,,,,,250g,,,,,54-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
miksiukas,,,,,,,,,350g,,,,,54-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
miksiukas,,,,,,,,,1kg,,,,,54-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meksikietiskas-be-kalendros,Meksikietiškas be kalendros,"Sudėtis: svogūnai, garstyčių sėklos, morkos, saldžios raudonos paprikos, kmynai, juodieji pipirai, česnakai, saldžios žalios paprikos, kvapieji  pipirai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,53,1000.0,,0,deny,manual,1.20,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Meksikietiskasbekalendros.jpg?v=1634631283,1,,false,,,,,,,,,,,,,,,,,kg,,,active
meksikietiskas-be-kalendros,,,,,,,,,250g,,,,,53-1,1000.0,,0,deny,manual,3.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meksikietiskas-be-kalendros,,,,,,,,,350g,,,,,53-2,1000.0,,0,deny,manual,4.20,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meksikietiskas-be-kalendros,,,,,,,,,1kg,,,,,53-3,1000.0,,0,deny,manual,12.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meduoliams,Meduoliams,"Sudėtis: cinamonas, muskatų riešutai, kvapieji pipirai, imbierai, gvazdikėliai.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,52,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Meduoliams.jpg?v=1634631185,1,,false,,,,,,,,,,,,,,,,,kg,,,active
meduoliams,,,,,,,,,250g,,,,,52-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meduoliams,,,,,,,,,350g,,,,,52-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
meduoliams,,,,,,,,,1kg,,,,,52-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,Margainio sėklos,"Naudojami kepiniuose arba prieš valgį,  sumaišius su vandeniu.",Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,51,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Margainioseklos.jpg?v=1634631033,1,,false,,,,,,,,,,,,,,,,,kg,,,active
margainio-seklos,,,,,,,,,250g,,,,,51-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,,,,,,,,,350g,,,,,51-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
margainio-seklos,,,,,,,,,1kg,,,,,51-3,1000.0,,0,deny,manual,13.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,Malti pipirai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,50,1000.0,,0,deny,manual,1.65,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Maltipipirai.jpg?v=1634630890,1,,false,,,,,,,,,,,,,,,,,kg,,,active
1-65,,,,,,,,,250g,,,,,50-1,1000.0,,0,deny,manual,4.13,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,,,,,,,,,350g,,,,,50-2,1000.0,,0,deny,manual,5.78,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
1-65,,,,,,,,,1kg,,,,,50-3,1000.0,,0,deny,manual,16.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
malti-kvapnieji-pipirai,Malti kvapnieji pipirai,Naudojami pagal skonį.,Paskanink,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices",,"",true,Size,100g,,,,,49,1000.0,,0,deny,manual,1.35,,true,true,"",https://cdn.shopify.com/s/files/1/0605/2898/4321/products/Maltikvapnieji.jpg?v=1634630817,1,,false,,,,,,,,,,,,,,,,,kg,,,active
malti-kvapnieji-pipirai,,,,,,,,,250g,,,,,49-1,1000.0,,0,deny,manual,3.38,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
malti-kvapnieji-pipirai,,,,,,,,,350g,,,,,49-2,1000.0,,0,deny,manual,4.73,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
